YEAR,MO,DY,HR,PRECTOTCORR,QV2M,T2M,PS,WS10M
2022,7,30,4,0.24,14.22,20.3,87.05,0.52
2022,7,30,5,0.19,14.16,19.95,87.06,0.51
2022,7,30,6,0.32,15.32,20.48,87.08,0.61
2022,7,30,7,0.4,15.69,21.51,87.12,1.23
2022,7,30,8,0.36,15.81,22.44,87.16,1.81
2022,7,30,9,0.39,16.17,23.4,87.19,2.11
2022,7,30,10,0.45,16.54,24.47,87.2,2.42
2022,7,30,11,0.6,16.91,25.04,87.18,2.74
2022,7,30,12,0.17,17.09,25.26,87.13,2.85
2022,7,30,13,0.25,17.09,25.32,87.06,2.89
2022,7,30,14,0.3,17.09,25.08,86.98,2.79
2022,7,30,15,0.37,17.21,24.67,86.9,2.8
2022,7,30,16,0.43,17.27,23.98,86.86,2.75
2022,7,30,17,0.46,17.4,23.1,86.85,2.41
2022,7,30,18,0.49,17.58,22.09,86.86,1.65
2022,7,30,19,0.51,17.58,21.2,86.9,0.98
2022,7,30,20,0.53,17.21,20.91,86.95,0.8
2022,7,30,21,0.55,16.85,20.67,86.99,0.78
2022,7,30,22,0.56,16.48,20.53,86.99,0.61
2022,7,30,23,0.63,16.24,20.39,86.96,0.21
2022,7,31,0,0.93,16.05,20.08,86.94,0.3
2022,7,31,1,1.35,15.93,19.87,86.9,0.25
2022,7,31,2,1.68,15.75,19.71,86.85,0.39
2022,7,31,3,1.73,15.5,19.59,86.8,0.54
2022,7,31,4,1.53,15.32,19.4,86.77,0.65
2022,7,31,5,1.29,15.14,19.33,86.78,0.67
2022,7,31,6,1.18,16.17,20.69,86.82,0.7
2022,7,31,7,0.88,16.48,22.24,86.86,1.83
2022,7,31,8,0.57,16.72,23.38,86.88,2.7
2022,7,31,9,0.4,17.15,24.45,86.88,3.3
2022,7,31,10,0.36,17.58,25.22,86.88,3.63
2022,7,31,11,0.45,17.94,25.74,86.84,3.93
2022,7,31,12,0.58,18.13,26.04,86.79,4.37
2022,7,31,13,0.7,18.25,26.12,86.73,4.86
2022,7,31,14,0.73,18.37,25.98,86.66,5.26
2022,7,31,15,0.72,18.62,25.38,86.62,5.46
2022,7,31,16,0.67,18.92,24.33,86.6,5.32
2022,7,31,17,0.62,19.17,23.35,86.6,4.81
2022,7,31,18,0.72,19.35,22.68,86.63,3.67
2022,7,31,19,0.78,19.35,22.32,86.67,2.79
2022,7,31,20,0.92,19.17,22.13,86.72,2.69
2022,7,31,21,0.91,18.8,21.76,86.78,2.03
2022,7,31,22,0.89,18.55,21.48,86.82,1.69
2022,7,31,23,0.95,18.43,21.29,86.81,1.57
2022,8,1,0,0.98,18.25,21.21,86.76,1.64
2022,8,1,1,1.03,18.13,21.13,86.72,1.65
2022,8,1,2,1.08,18.07,21.08,86.7,1.64
2022,8,1,3,1.11,18.07,21.13,86.68,1.45
2022,8,1,4,1.19,18.01,21.18,86.67,1.41
2022,8,1,5,1.22,18.01,21.15,86.69,1.57
2022,8,1,6,1.13,18.31,21.57,86.74,2.19
2022,8,1,7,1.19,18.68,22.08,86.81,3.17
2022,8,1,8,1.27,18.68,22.34,86.89,4.61
2022,8,1,9,1.25,18.31,22.41,86.93,5.08
2022,8,1,10,1.14,18.07,22.72,86.94,4.99
2022,8,1,11,1.04,18.01,23.11,86.91,4.82
2022,8,1,12,0.94,17.94,23.49,86.85,4.78
2022,8,1,13,0.86,17.88,23.7,86.79,4.72
2022,8,1,14,0.82,17.88,23.57,86.73,4.54
2022,8,1,15,0.83,18.07,23.26,86.7,4.28
2022,8,1,16,0.91,18.31,22.94,86.68,4.14
2022,8,1,17,1.07,18.55,22.44,86.67,3.81
2022,8,1,18,0.65,18.68,22,86.69,2.85
2022,8,1,19,0.61,18.49,21.61,86.72,2.39
2022,8,1,20,0.54,18.37,21.44,86.79,2.51
2022,8,1,21,0.5,18.25,21.31,86.86,2.39
2022,8,1,22,0.6,18.19,21.24,86.9,2.25
2022,8,1,23,0.87,18.13,21.16,86.89,2.34
2022,8,2,0,1.29,18.01,21.06,86.85,2.55
2022,8,2,1,1.59,17.82,20.91,86.82,2.67
2022,8,2,2,1.37,17.7,20.82,86.8,2.8
2022,8,2,3,1.05,17.52,20.65,86.77,2.58
2022,8,2,4,1.01,17.27,20.42,86.76,2.21
2022,8,2,5,1,16.91,20.13,86.78,1.6
2022,8,2,6,1,17.03,20.5,86.85,1.6
2022,8,2,7,0.89,17.09,20.94,86.92,2.17
2022,8,2,8,0.71,17.09,21.34,86.98,2.38
2022,8,2,9,0.55,17.09,21.95,87.02,2.46
2022,8,2,10,0.44,17.21,22.67,87.03,2.66
2022,8,2,11,0.41,17.33,23.36,86.99,2.97
2022,8,2,12,0.42,17.46,23.74,86.93,3.2
2022,8,2,13,0.45,17.52,23.88,86.87,3.3
2022,8,2,14,0.45,17.64,23.66,86.81,3.15
2022,8,2,15,0.44,17.76,23.29,86.78,2.85
2022,8,2,16,0.41,17.76,22.83,86.77,2.51
2022,8,2,17,0.37,17.88,22.33,86.79,2
2022,8,2,18,0.39,17.88,21.66,86.84,1.31
2022,8,2,19,0.29,17.46,20.94,86.91,1.15
2022,8,2,20,0.25,17.21,20.71,87,1.08
2022,8,2,21,0.2,16.97,20.54,87.07,0.94
2022,8,2,22,0.14,16.78,20.46,87.1,0.66
2022,8,2,23,0.12,16.54,20.42,87.11,0.33
2022,8,3,0,0.08,16.24,20.13,87.08,0.96
2022,8,3,1,0.04,15.87,19.94,87.03,1.3
2022,8,3,2,0.05,15.44,19.9,86.99,1.32
2022,8,3,3,0.05,15.01,20.04,86.94,1.18
2022,8,3,4,0.01,14.59,20.11,86.93,1.07
2022,8,3,5,0,14.34,20.19,86.95,0.99
2022,8,3,6,0,15.69,21.48,86.99,0.61
2022,8,3,7,0.03,15.75,23.78,87.06,1.09
2022,8,3,8,0.06,15.99,24.66,87.12,2.56
2022,8,3,9,0.08,16.42,25.01,87.18,2.89
2022,8,3,10,0.1,16.91,25.33,87.19,2.96
2022,8,3,11,0.12,17.46,25.63,87.16,3.09
2022,8,3,12,0.15,17.94,25.87,87.1,3.19
2022,8,3,13,0.17,18.31,25.93,87.03,3.25
2022,8,3,14,0.2,18.37,25.75,86.98,3.21
2022,8,3,15,0.21,18.31,25.24,86.93,3.06
2022,8,3,16,0.21,18.37,24.51,86.92,2.67
2022,8,3,17,0.17,18.68,23.7,86.92,1.94
2022,8,3,18,0.06,18.86,22.93,86.94,1.29
2022,8,3,19,0.04,18.62,22.25,86.98,0.95
2022,8,3,20,0.03,18.43,21.88,87.09,1.03
2022,8,3,21,0.03,18.25,21.69,87.16,1
2022,8,3,22,0.06,18.13,21.52,87.19,0.97
2022,8,3,23,0.11,18.01,21.35,87.17,0.97
2022,8,4,0,0.14,17.94,21.22,87.11,1.03
2022,8,4,1,0.17,17.88,21.06,87.04,1.16
2022,8,4,2,0.16,17.82,21,87,1.21
2022,8,4,3,0.08,17.76,20.94,86.97,1.33
2022,8,4,4,0.04,17.7,20.87,86.96,1.3
2022,8,4,5,0.03,17.64,20.79,86.96,1.26
2022,8,4,6,0.03,18.25,21.51,86.99,1.24
2022,8,4,7,0.05,18.74,22.42,87.05,2.26
2022,8,4,8,0.08,19.04,23.33,87.09,3.02
2022,8,4,9,0.13,18.98,24.08,87.1,4.12
2022,8,4,10,0.18,19.04,24.58,87.12,4.85
2022,8,4,11,0.24,18.92,24.53,87.13,5.18
2022,8,4,12,0.32,18.86,24.01,87.1,5.19
2022,8,4,13,0.41,18.8,23.73,87.06,4.99
2022,8,4,14,0.49,18.68,23.83,87.02,4.54
2022,8,4,15,0.46,18.62,23.8,86.98,3.67
2022,8,4,16,0.36,18.55,23.57,86.96,2.79
2022,8,4,17,0.27,18.68,23.12,86.97,2
2022,8,4,18,0.06,18.68,22.26,87,1.17
2022,8,4,19,0.05,17.94,21.55,87.04,1.03
2022,8,4,20,0.04,17.76,21.41,87.1,1.03
2022,8,4,21,0.03,17.52,21.24,87.15,1
2022,8,4,22,0.04,17.27,21.14,87.17,0.83
2022,8,4,23,0.04,17.15,21,87.16,0.64
2022,8,5,0,0.03,16.91,20.85,87.11,0.61
2022,8,5,1,0.02,16.66,20.64,87.06,0.77
2022,8,5,2,0.01,16.36,20.39,87.02,0.86
2022,8,5,3,0,16.17,20.09,87,0.9
2022,8,5,4,0,15.93,19.93,86.99,0.85
2022,8,5,5,0,15.69,20.08,87,0.63
2022,8,5,6,0,16.72,21.05,87.03,0.03
2022,8,5,7,0,17.15,22.38,87.05,1.38
2022,8,5,8,0,17.33,22.92,87.06,2.29
2022,8,5,9,0,17.58,23.58,87.07,2.55
2022,8,5,10,0,18.13,24.69,87.04,2.91
2022,8,5,11,0,18.62,25.82,86.99,3.25
2022,8,5,12,0,18.86,26.61,86.91,3.52
2022,8,5,13,0.01,18.98,26.79,86.83,3.72
2022,8,5,14,0.01,18.98,26.77,86.74,3.81
2022,8,5,15,0.01,18.86,26.44,86.68,3.72
2022,8,5,16,0.01,18.8,25.87,86.65,3.56
2022,8,5,17,0.01,19.04,24.87,86.67,3.14
2022,8,5,18,0.27,19.41,23.58,86.72,2.11
2022,8,5,19,0.21,19.29,22.6,86.78,1.44
2022,8,5,20,0.2,19.04,22.34,86.84,1.39
2022,8,5,21,0.23,18.74,22.1,86.89,1.36
2022,8,5,22,0.37,18.49,21.9,86.92,1.23
2022,8,5,23,0.66,18.25,21.72,86.92,1.17
2022,8,6,0,0.74,17.94,21.51,86.91,1.01
2022,8,6,1,0.64,17.7,21.44,86.88,0.76
2022,8,6,2,0.5,17.58,21.5,86.84,0.53
2022,8,6,3,0.39,17.21,21.35,86.83,0.82
2022,8,6,4,0.27,16.97,21.05,86.82,1.17
2022,8,6,5,0.21,16.54,20.95,86.81,1.29
2022,8,6,6,0.21,17.15,21.63,86.84,1.11
2022,8,6,7,0.22,17.27,23.04,86.89,0.76
2022,8,6,8,0.14,16.48,24.18,86.94,0.34
2022,8,6,9,0.1,16.48,24.94,86.95,0.86
2022,8,6,10,0.17,16.17,25.21,86.91,1.31
2022,8,6,11,0.29,16.36,25.4,86.83,1.9
2022,8,6,12,0.51,16.85,25.39,86.77,2.62
2022,8,6,13,0.9,17.33,25.08,86.71,3.13
2022,8,6,14,1.22,17.82,24.6,86.67,3.15
2022,8,6,15,1.51,18.19,23.97,86.64,2.77
2022,8,6,16,1.77,18.55,23.33,86.64,2.24
2022,8,6,17,2.25,18.8,22.75,86.65,1.68
2022,8,6,18,0.41,18.92,22.17,86.68,1.07
2022,8,6,19,0.49,18.55,21.68,86.72,0.92
2022,8,6,20,0.53,18.37,21.48,86.76,0.97
2022,8,6,21,0.56,18.13,21.23,86.8,1.08
2022,8,6,22,0.56,18.07,21.1,86.81,1.08
2022,8,6,23,0.47,17.94,20.98,86.8,0.96
2022,8,7,0,0.34,17.88,20.96,86.8,0.85
2022,8,7,1,0.26,17.82,20.96,86.8,0.78
2022,8,7,2,0.22,17.82,20.97,86.77,0.74
2022,8,7,3,0.16,17.76,20.89,86.76,0.69
2022,8,7,4,0.12,17.58,20.79,86.78,0.58
2022,8,7,5,0.07,17.4,20.94,86.8,0.38
2022,8,7,6,0.03,17.94,21.66,86.83,0.26
2022,8,7,7,0.02,18.13,22.98,86.86,0.62
2022,8,7,8,0.02,17.94,24.26,86.88,1.63
2022,8,7,9,0.02,18.19,25.26,86.9,2.63
2022,8,7,10,0.03,18.43,25.92,86.9,3.27
2022,8,7,11,0.04,18.55,26.17,86.87,3.7
2022,8,7,12,0.05,18.68,26.31,86.81,4.02
2022,8,7,13,0.06,18.86,26.27,86.74,4.25
2022,8,7,14,0.08,19.04,26.12,86.66,4.25
2022,8,7,15,0.09,19.23,25.83,86.61,4.05
2022,8,7,16,0.1,19.29,25.4,86.58,3.76
2022,8,7,17,0.09,19.41,24.52,86.6,3.27
2022,8,7,18,0.11,19.59,23.37,86.65,2.17
2022,8,7,19,0.1,19.47,22.61,86.72,1.5
2022,8,7,20,0.09,19.29,22.37,86.78,1.39
2022,8,7,21,0.08,18.98,22.08,86.85,1.26
2022,8,7,22,0.1,18.62,21.79,86.86,1.07
2022,8,7,23,0.11,18.25,21.53,86.83,0.73
2022,8,8,0,0.12,17.88,21.32,86.79,0.29
2022,8,8,1,0.13,17.4,21,86.76,0.59
2022,8,8,2,0.11,16.72,20.62,86.73,1.12
2022,8,8,3,0.07,16.11,20.69,86.67,0.89
2022,8,8,4,0.03,15.69,20.69,86.65,0.85
2022,8,8,5,0.01,15.44,20.84,86.67,0.52
2022,8,8,6,0,17.03,22.36,86.72,0.13
2022,8,8,7,0.01,17.82,24.49,86.74,1.4
2022,8,8,8,0.02,18.07,25.73,86.75,2.79
2022,8,8,9,0.05,18.68,26.55,86.78,3.8
2022,8,8,10,0.08,19.17,26.87,86.8,4.21
2022,8,8,11,0.13,19.41,27.05,86.79,4.68
2022,8,8,12,0.16,19.47,26.68,86.74,5.35
2022,8,8,13,0.18,19.59,25.87,86.67,5.79
2022,8,8,14,0.24,19.65,25.44,86.59,6.05
2022,8,8,15,0.28,19.65,24.96,86.52,5.93
2022,8,8,16,0.35,19.71,24.41,86.46,5.15
2022,8,8,17,0.4,19.71,23.67,86.46,3.75
2022,8,8,18,0.17,19.71,22.92,86.56,2.16
2022,8,8,19,0.16,19.53,22.39,86.68,1.49
2022,8,8,20,0.17,19.29,22.23,86.74,1.34
2022,8,8,21,0.2,18.92,22.05,86.81,0.85
2022,8,8,22,0.2,18.55,21.94,86.84,0.46
2022,8,8,23,0.13,18.13,21.8,86.84,0.37
2022,8,9,0,0.07,17.76,21.49,86.84,0.66
2022,8,9,1,0.04,17.33,21.29,86.85,0.67
2022,8,9,2,0.02,16.91,21.15,86.84,0.52
2022,8,9,3,0.01,16.36,20.87,86.8,0.42
2022,8,9,4,0.01,15.93,20.57,86.76,0.35
2022,8,9,5,0,15.62,20.47,86.76,0.28
2022,8,9,6,0,17.03,22.01,86.77,0.45
2022,8,9,7,0,17.4,24.11,86.8,1.6
2022,8,9,8,0,17.7,25.16,86.82,2.71
2022,8,9,9,0,18.31,26,86.83,2.99
2022,8,9,10,0.01,18.8,26.82,86.8,3.24
2022,8,9,11,0.01,19.17,27.19,86.75,3.75
2022,8,9,12,0.03,19.53,27.51,86.68,4.39
2022,8,9,13,0.04,19.65,27.43,86.61,4.96
2022,8,9,14,0.04,19.59,26.67,86.55,5.19
2022,8,9,15,0.04,19.53,25.82,86.51,4.84
2022,8,9,16,0.05,19.53,24.89,86.51,4.11
2022,8,9,17,0.06,19.59,24.01,86.53,3
2022,8,9,18,0.81,19.78,23.26,86.57,1.72
2022,8,9,19,0.97,19.84,22.83,86.64,1.06
2022,8,9,20,1.13,19.78,22.76,86.71,1.11
2022,8,9,21,1.04,19.59,22.59,86.77,1.27
2022,8,9,22,0.74,19.41,22.36,86.78,1.45
2022,8,9,23,0.38,18.86,21.98,86.75,1.84
2022,8,10,0,0.2,18.31,21.5,86.73,1.74
2022,8,10,1,0.22,17.7,20.97,86.69,1.44
2022,8,10,2,0.21,17.03,20.35,86.65,1.08
2022,8,10,3,0.22,16.66,20.09,86.61,0.73
2022,8,10,4,0.28,16.3,19.87,86.59,0.47
2022,8,10,5,0.38,15.99,19.76,86.6,0.43
2022,8,10,6,0.44,16.85,21.09,86.66,0.76
2022,8,10,7,0.38,17.09,22.4,86.71,1.79
2022,8,10,8,0.24,17.33,23.44,86.74,2.81
2022,8,10,9,0.24,17.76,24.41,86.76,3.61
2022,8,10,10,0.3,18.25,25.34,86.76,4.17
2022,8,10,11,0.43,18.62,26.24,86.73,4.84
2022,8,10,12,0.58,18.74,26.68,86.67,5.42
2022,8,10,13,0.76,18.62,26.73,86.61,5.69
2022,8,10,14,0.97,18.37,26.4,86.56,5.86
2022,8,10,15,1.31,18.13,25.9,86.53,5.55
2022,8,10,16,2.23,17.94,25.18,86.53,4.81
2022,8,10,17,3.05,18.19,24.15,86.55,3.5
2022,8,10,18,0.62,18.43,22.76,86.62,2.12
2022,8,10,19,0.46,18.01,21.83,86.73,1.71
2022,8,10,20,0.27,17.76,21.44,86.85,1.57
2022,8,10,21,0.16,17.4,20.99,86.91,1.33
2022,8,10,22,0.12,17.03,20.58,86.94,1.01
2022,8,10,23,0.13,16.72,20.37,86.96,0.74
2022,8,11,0,0.14,16.42,20.15,86.94,0.76
2022,8,11,1,0.12,16.11,19.96,86.91,0.87
2022,8,11,2,0.06,15.81,19.73,86.88,1
2022,8,11,3,0.03,15.44,19.67,86.85,1.14
2022,8,11,4,0.01,15.2,19.69,86.83,1.16
2022,8,11,5,0,14.89,19.7,86.81,1.13
2022,8,11,6,0,16.54,21.56,86.81,0.87
2022,8,11,7,0,17.09,23.69,86.82,1.91
2022,8,11,8,0,17.64,24.83,86.85,3.36
2022,8,11,9,0,18.25,25.63,86.88,4.26
2022,8,11,10,0,18.68,26.26,86.9,4.77
2022,8,11,11,0.01,18.86,26.76,86.89,5.25
2022,8,11,12,0.01,18.8,26.94,86.86,5.84
2022,8,11,13,0.01,18.8,26.87,86.8,6.33
2022,8,11,14,0.01,18.74,26.57,86.74,6.67
2022,8,11,15,0.02,18.62,25.98,86.69,6.59
2022,8,11,16,0.01,18.68,25.18,86.67,6.04
2022,8,11,17,0.01,18.74,24.17,86.68,4.92
2022,8,11,18,0.01,18.74,22.91,86.73,3.14
2022,8,11,19,0.01,18.49,21.9,86.81,1.96
2022,8,11,20,0.01,18.31,21.51,86.9,1.46
2022,8,11,21,0.01,18.13,21.15,86.96,1.19
2022,8,11,22,0.01,17.82,20.89,86.99,1.2
2022,8,11,23,0.01,17.58,20.61,86.98,1.08
2022,8,12,0,0.01,17.33,20.33,86.95,0.96
2022,8,12,1,0.01,16.97,20,86.89,0.78
2022,8,12,2,0,16.66,19.83,86.84,0.73
2022,8,12,3,0,16.42,19.76,86.79,0.67
2022,8,12,4,0,16.24,19.74,86.76,0.61
2022,8,12,5,0,16.05,19.73,86.75,0.55
2022,8,12,6,0,16.97,21.03,86.77,1.12
2022,8,12,7,0,17.33,22.94,86.82,2.21
2022,8,12,8,0,17.64,24.43,86.88,3.36
2022,8,12,9,0,18.19,25.4,86.92,4.07
2022,8,12,10,0,18.68,26.12,86.94,4.26
2022,8,12,11,0.01,18.98,26.74,86.91,4.36
2022,8,12,12,0.01,18.98,27.15,86.85,4.63
2022,8,12,13,0.01,18.92,27.26,86.79,4.88
2022,8,12,14,0.01,18.86,26.91,86.73,4.78
2022,8,12,15,0.01,18.74,26.51,86.69,4.57
2022,8,12,16,0.01,18.68,25.78,86.68,4.23
2022,8,12,17,0.01,18.8,24.76,86.7,3.43
2022,8,12,18,0.04,19.1,23.45,86.75,2.02
2022,8,12,19,0.05,18.92,22.47,86.82,1.32
2022,8,12,20,0.05,18.68,22.11,86.89,1.18
2022,8,12,21,0.04,18.43,21.79,86.94,0.99
2022,8,12,22,0.04,18.25,21.55,86.97,0.8
2022,8,12,23,0.02,18.01,21.33,86.97,0.63
2022,8,13,0,0.01,17.76,21.19,86.94,0.51
2022,8,13,1,0.01,17.58,21.08,86.9,0.42
2022,8,13,2,0.02,17.46,20.96,86.86,0.28
2022,8,13,3,0.03,17.21,20.88,86.82,0.14
2022,8,13,4,0.06,17.03,20.85,86.78,0.19
2022,8,13,5,0.08,16.78,20.89,86.75,0.26
2022,8,13,6,0.11,17.76,21.76,86.75,0.1
2022,8,13,7,0.16,17.88,23.31,86.79,0.9
2022,8,13,8,0.13,18.07,24.42,86.83,2.21
2022,8,13,9,0.06,18.43,25.19,86.87,2.77
2022,8,13,10,0.03,18.74,25.87,86.87,3.05
2022,8,13,11,0.02,18.98,26.44,86.83,3.38
2022,8,13,12,0.03,19.1,26.82,86.78,3.78
2022,8,13,13,0.03,19.29,26.84,86.71,4.13
2022,8,13,14,0.04,19.47,26.4,86.65,4.39
2022,8,13,15,0.04,19.53,25.7,86.6,4.53
2022,8,13,16,0.04,19.71,24.94,86.58,4
2022,8,13,17,0.05,19.84,24.3,86.59,3.16
2022,8,13,18,0.25,19.84,23.62,86.63,1.91
2022,8,13,19,0.35,19.04,23.23,86.7,0.93
2022,8,13,20,0.49,18.98,22.72,86.82,0.87
2022,8,13,21,0.6,18.8,22.3,86.97,1.06
2022,8,13,22,0.64,18.49,22.06,87,1.11
2022,8,13,23,0.76,18.01,21.77,86.91,1.82
2022,8,14,0,0.88,17.4,21.62,86.69,2.27
2022,8,14,1,0.67,16.72,22.22,86.62,0.5
2022,8,14,2,0.49,16.72,21.74,86.79,1.89
2022,8,14,3,1.02,17.15,21.32,86.91,2.16
2022,8,14,4,1.76,17.21,20.83,86.93,1.44
2022,8,14,5,1.63,16.85,20.5,86.95,0.83
2022,8,14,6,1.04,17.27,21.05,87.02,0.41
2022,8,14,7,0.66,17.33,22.24,87.08,0.47
2022,8,14,8,0.49,16.85,23.27,87.14,1.5
2022,8,14,9,0.36,16.66,24.08,87.16,2.13
2022,8,14,10,0.26,16.66,25.01,87.13,2.79
2022,8,14,11,0.23,17.03,26.05,87.08,3.46
2022,8,14,12,0.21,17.64,26.83,87.01,3.85
2022,8,14,13,0.17,18.01,27.05,86.94,4.09
2022,8,14,14,0.16,18.25,26.86,86.87,4.29
2022,8,14,15,0.19,18.31,26.43,86.83,4.49
2022,8,14,16,0.29,18.43,25.52,86.83,4.31
2022,8,14,17,0.46,18.68,24.54,86.87,3.68
2022,8,14,18,0.32,18.8,23.09,86.93,2.28
2022,8,14,19,0.42,18.31,22.07,87,1.62
2022,8,14,20,0.41,17.76,21.6,87.08,1.48
2022,8,14,21,0.31,17.09,21.09,87.15,1.59
2022,8,14,22,0.23,16.42,20.57,87.17,1.87
2022,8,14,23,0.15,16.11,20.2,87.17,1.97
2022,8,15,0,0.09,15.87,19.92,87.15,1.98
2022,8,15,1,0.05,15.69,19.65,87.13,1.89
2022,8,15,2,0.02,15.5,19.42,87.09,1.72
2022,8,15,3,0,15.26,19.23,87.06,1.56
2022,8,15,4,0,15.08,19.12,87.03,1.46
2022,8,15,5,0,14.83,19.03,87.03,1.44
2022,8,15,6,0,15.81,20.62,87.09,1.68
2022,8,15,7,0,16.36,22.53,87.16,3.21
2022,8,15,8,0.01,16.78,23.77,87.21,4.81
2022,8,15,9,0.02,17.09,24.82,87.25,5.98
2022,8,15,10,0.03,17.27,25.49,87.27,6.54
2022,8,15,11,0.04,17.46,25.91,87.25,6.65
2022,8,15,12,0.04,17.64,26.2,87.21,6.49
2022,8,15,13,0.03,17.76,26.35,87.16,6.23
2022,8,15,14,0.03,17.76,26.26,87.12,5.89
2022,8,15,15,0.02,17.76,25.92,87.09,5.43
2022,8,15,16,0.02,17.7,25.29,87.08,4.86
2022,8,15,17,0.01,17.76,24.28,87.1,3.74
2022,8,15,18,0.01,18.07,22.67,87.13,1.99
2022,8,15,19,0.01,17.7,21.49,87.18,1.38
2022,8,15,20,0,17.46,21.13,87.24,1.22
2022,8,15,21,0,17.15,20.78,87.3,1.09
2022,8,15,22,0.01,16.91,20.48,87.32,1
2022,8,15,23,0.01,16.72,20.19,87.31,0.98
2022,8,16,0,0.01,16.54,19.94,87.28,0.93
2022,8,16,1,0,16.36,19.69,87.24,0.89
2022,8,16,2,0,16.17,19.51,87.2,0.86
2022,8,16,3,0,15.87,19.4,87.18,0.75
2022,8,16,4,0,15.56,19.44,87.16,0.6
2022,8,16,5,0,15.32,19.44,87.17,0.46
2022,8,16,6,0,16.11,20.56,87.22,0.45
2022,8,16,7,0,16.85,22.15,87.26,1.6
2022,8,16,8,0,17.4,23.41,87.31,2.62
2022,8,16,9,0,17.7,24.59,87.35,3.09
2022,8,16,10,0,17.88,25.33,87.34,3.38
2022,8,16,11,0,18.01,25.76,87.3,3.44
2022,8,16,12,0,18.01,25.98,87.23,3.34
2022,8,16,13,0.01,18.01,26.19,87.14,3.27
2022,8,16,14,0.01,17.94,26.38,87.05,3.17
2022,8,16,15,0.01,17.76,26.31,86.99,3.1
2022,8,16,16,0.01,17.7,25.87,86.96,3.13
2022,8,16,17,0.01,18.01,24.8,86.95,2.83
2022,8,16,18,0.13,18.43,23.15,86.98,1.95
2022,8,16,19,0.1,18.13,21.94,87.03,1.55
2022,8,16,20,0.08,17.82,21.59,87.09,1.42
2022,8,16,21,0.08,17.52,21.3,87.13,1.37
2022,8,16,22,0.08,17.27,21.04,87.15,1.31
2022,8,16,23,0.08,17.09,20.87,87.14,1.24
2022,8,17,0,0.07,16.97,20.69,87.12,1.25
2022,8,17,1,0.07,16.85,20.46,87.08,1.34
2022,8,17,2,0.06,16.72,20.23,87.04,1.37
2022,8,17,3,0.05,16.54,20.03,86.99,1.31
2022,8,17,4,0.05,16.42,19.84,86.96,1.26
2022,8,17,5,0.06,16.3,19.76,86.98,1.13
2022,8,17,6,0.05,17.15,20.88,87.07,1.09
2022,8,17,7,0.04,17.58,22.35,87.13,2.39
2022,8,17,8,0.04,17.88,23.65,87.17,3.33
2022,8,17,9,0.05,18.07,24.77,87.19,3.65
2022,8,17,10,0.05,18.37,25.62,87.17,3.96
2022,8,17,11,0.09,18.62,26.15,87.11,4.24
2022,8,17,12,0.16,18.68,26.29,87.04,4.33
2022,8,17,13,0.19,18.62,26.05,86.96,4.27
2022,8,17,14,0.22,18.62,25.65,86.88,3.98
2022,8,17,15,0.21,18.62,25.18,86.83,3.73
2022,8,17,16,0.21,18.74,24.48,86.8,3.42
2022,8,17,17,0.19,18.98,23.7,86.79,2.86
2022,8,17,18,0.2,19.1,22.76,86.81,1.85
2022,8,17,19,0.16,18.86,22.03,86.86,1.37
2022,8,17,20,0.13,18.62,21.76,86.92,1.3
2022,8,17,21,0.12,18.43,21.6,86.97,1.22
2022,8,17,22,0.11,18.19,21.46,86.97,1.19
2022,8,17,23,0.1,18.07,21.35,86.94,1.14
2022,8,18,0,0.1,17.88,21.27,86.89,1.01
2022,8,18,1,0.08,17.7,21.15,86.83,0.92
2022,8,18,2,0.06,17.46,21.01,86.78,0.99
2022,8,18,3,0.04,17.27,21.01,86.76,1.02
2022,8,18,4,0.02,17.15,21,86.78,0.93
2022,8,18,5,0.02,17.03,20.94,86.81,0.84
2022,8,18,6,0.01,17.76,21.52,86.85,0.77
2022,8,18,7,0.01,18.13,22.61,86.89,1.47
2022,8,18,8,0.02,18.13,23.37,86.95,2.08
2022,8,18,9,0.04,18.07,24.33,86.99,2.31
2022,8,18,10,0.07,17.94,25.4,86.98,2.48
2022,8,18,11,0.13,17.94,26.15,86.93,2.89
2022,8,18,12,0.21,18.13,26.4,86.85,3.44
2022,8,18,13,0.3,18.43,26.25,86.77,3.69
2022,8,18,14,0.33,18.74,25.84,86.7,3.63
2022,8,18,15,0.38,18.98,25.2,86.67,3.37
2022,8,18,16,0.42,19.29,24.57,86.67,2.92
2022,8,18,17,0.44,19.53,23.94,86.69,2.31
2022,8,18,18,0.58,19.59,22.97,86.72,1.27
2022,8,18,19,0.54,18.92,22.06,86.77,1.2
2022,8,18,20,0.46,18.55,21.76,86.81,1.29
2022,8,18,21,0.31,18.07,21.52,86.83,1.42
2022,8,18,22,0.21,17.58,21.51,86.84,1.46
2022,8,18,23,0.17,17.09,21.93,86.83,1.28
2022,8,19,0,0.23,16.72,22.46,86.79,0.91
2022,8,19,1,0.36,16.48,22.7,86.75,0.43
2022,8,19,2,0.5,16.3,22.42,86.73,0.38
2022,8,19,3,0.47,16.17,21.87,86.71,0.66
2022,8,19,4,0.27,16.05,21.73,86.69,0.61
2022,8,19,5,0.13,15.99,21.45,86.69,0.52
2022,8,19,6,0.05,16.91,21.75,86.69,0.41
2022,8,19,7,0.08,17.94,23.57,86.7,1.46
2022,8,19,8,0.16,18.37,24.77,86.84,2.93
2022,8,19,9,0.27,18.68,25.16,86.93,3.75
